C:\Users\Alexander Burkhart\Documents\Behavioral_Cloning\Data\IMG\center_2017_09_23_12_44_23_744.jpg,C:\Users\Alexander Burkhart\Documents\Behavioral_Cloning\Data\IMG\left_2017_09_23_12_44_23_744.jpg,C:\Users\Alexander Burkhart\Documents\Behavioral_Cloning\Data\IMG\right_2017_09_23_12_44_23_744.jpg,0,0,0,8.577922E-06
C:\Users\Alexander Burkhart\Documents\Behavioral_Cloning\Data\IMG\center_2017_09_23_12_44_23_818.jpg,C:\Users\Alexander Burkhart\Documents\Behavioral_Cloning\Data\IMG\left_2017_09_23_12_44_23_818.jpg,C:\Users\Alexander Burkhart\Documents\Behavioral_Cloning\Data\IMG\right_2017_09_23_12_44_23_818.jpg,0,0.2521453,0,0.1311437
C:\Users\Alexander Burkhart\Documents\Behavioral_Cloning\Data\IMG\center_2017_09_23_12_44_23_887.jpg,C:\Users\Alexander Burkhart\Documents\Behavioral_Cloning\Data\IMG\left_2017_09_23_12_44_23_887.jpg,C:\Users\Alexander Burkhart\Documents\Behavioral_Cloning\Data\IMG\right_2017_09_23_12_44_23_887.jpg,0,0.4345205,0,0.4421391
C:\Users\Alexander Burkhart\Documents\Behavioral_Cloning\Data\IMG\center_2017_09_23_12_44_23_961.jpg,C:\Users\Alexander Burkhart\Documents\Behavioral_Cloning\Data\IMG\left_2017_09_23_12_44_23_961.jpg,C:\Users\Alexander Burkhart\Documents\Behavioral_Cloning\Data\IMG\right_2017_09_23_12_44_23_961.jpg,0,0.6816036,0,0.9502752
C:\Users\Alexander Burkhart\Documents\Behavioral_Cloning\Data\IMG\center_2017_09_23_12_44_24_028.jpg,C:\Users\Alexander Burkhart\Documents\Behavioral_Cloning\Data\IMG\left_2017_09_23_12_44_24_028.jpg,C:\Users\Alexander Burkhart\Documents\Behavioral_Cloning\Data\IMG\right_2017_09_23_12_44_24_028.jpg,0,0.8604299,0,1.46755
C:\Users\Alexander Burkhart\Documents\Behavioral_Cloning\Data\IMG\center_2017_09_23_12_44_24_100.jpg,C:\Users\Alexander Burkhart\Documents\Behavioral_Cloning\Data\IMG\left_2017_09_23_12_44_24_100.jpg,C:\Users\Alexander Burkhart\Documents\Behavioral_Cloning\Data\IMG\right_2017_09_23_12_44_24_100.jpg,0,1,0,2.390399
C:\Users\Alexander Burkhart\Documents\Behavioral_Cloning\Data\IMG\center_2017_09_23_12_44_24_170.jpg,C:\Users\Alexander Burkhart\Documents\Behavioral_Cloning\Data\IMG\left_2017_09_23_12_44_24_170.jpg,C:\Users\Alexander Burkhart\Documents\Behavioral_Cloning\Data\IMG\right_2017_09_23_12_44_24_170.jpg,0,1,0,3.090651
C:\Users\Alexander Burkhart\Documents\Behavioral_Cloning\Data\IMG\center_2017_09_23_12_44_24_237.jpg,C:\Users\Alexander Burkhart\Documents\Behavioral_Cloning\Data\IMG\left_2017_09_23_12_44_24_237.jpg,C:\Users\Alexander Burkhart\Documents\Behavioral_Cloning\Data\IMG\right_2017_09_23_12_44_24_237.jpg,0,1,0,4.03202
C:\Users\Alexander Burkhart\Documents\Behavioral_Cloning\Data\IMG\center_2017_09_23_12_44_24_311.jpg,C:\Users\Alexander Burkhart\Documents\Behavioral_Cloning\Data\IMG\left_2017_09_23_12_44_24_311.jpg,C:\Users\Alexander Burkhart\Documents\Behavioral_Cloning\Data\IMG\right_2017_09_23_12_44_24_311.jpg,0,1,0,4.732883
C:\Users\Alexander Burkhart\Documents\Behavioral_Cloning\Data\IMG\center_2017_09_23_12_44_24_386.jpg,C:\Users\Alexander Burkhart\Documents\Behavioral_Cloning\Data\IMG\left_2017_09_23_12_44_24_386.jpg,C:\Users\Alexander Burkhart\Documents\Behavioral_Cloning\Data\IMG\right_2017_09_23_12_44_24_386.jpg,0,1,0,5.660647
